tweet,Positive,Negative,Neutral
 being in love stressful ma niggah ,0.365,0.287,0.348
 bitch caught a body about a week ago  fuck with us and we get to tweekin hoe  run up on that niggah get to ,0.0,0.267,0.733
 broke tf outta this niggah at   he stopped playen defense and all,0.099,0.309,0.592
 cause these hoes aint loyal  and niggahs aint either  when it go down you callin for hittas that you aint ,0.0,0.118,0.882
 cause these hoes aint loyal  these niggas aint either   when it go down you callin for hitters that you ,0.094,0.118,0.787
 club solo  deep  fuck a valet cause i parked on the street  lordddd knows  you cant trust these hoes  ,0.0,0.293,0.707
 dont ask me if im in my  feelings  cause i aint no bitch i dont got those tf  im sad  not in no fucking feelings ,0.237,0.107,0.656
 dont sleep on ma niggah chood  charleyhood ,0.0,0.0,1.0
 elza m jones was whipppppppen and drifting last night lol we was tu this ma niggah ,0.167,0.0,0.833
 entertain a flirtin ass niggah if you want too  thats gon be yo niggah friendly ass  ,0.286,0.294,0.42
 from freshman year to senior year  this really my niggah started being brothers  years ago today  its crazy ,0.0,0.124,0.876
 fuccccck that was ma niggah from cali swag  rip jayare ,0.0,0.0,1.0
 fuck her right in the pussy ,0.0,0.412,0.588
 fucking on the first night dont make you a hoe  ,0.0,0.0,1.0
 get some head off twitter now niggahs thats bracken  ima baby momma killa  yo bitch she can get it  you ,0.0,0.167,0.833
 got niggahs salty at meeeee cause yo dream bitch is ma main slide ,0.119,0.226,0.655
 happppppy birthdayyyy  lol  niggahs is really  in this bitch   ,0.191,0.33,0.478
 happy birthday to my main niggah right here  we been at it for a minute same dreams of bein rich and we ,0.357,0.0,0.643
 hate a female that got the mentality of a niggah ,0.0,0.346,0.654
 have you ever had sex ina cherry red vet witha fat trap niggah keep that pussy sooo wet  ,0.0,0.119,0.881
 hoes on my mind  i fuck hoes all the time  fattrel,0.0,0.28,0.72
 i aint trippen cause i like her anyways  she got a niggah and i got a girl but anyways  yea anyways ,0.0,0.094,0.906
 i aint trippen off you no mo  i done dropped you  knocked   i could neva be a foo for a hoe  i put ,0.0,0.121,0.879
 i dont like when niggahs be like  where yo bitch at   na ill check you on that idc who you is  mine you ,0.0,0.375,0.625
 i fw these niggahs everyday  neva changed up  always been the same to a niggah  been thru shit with ma niggahs ,0.0,0.167,0.833
 i guess a niggah just believe in ya thats proof for ya  can name a lot of things any other man wont do for ya ,0.0,0.0,1.0
 i hate a  guesss who just tried to talk to mee  ass bitch ,0.0,0.579,0.421
 i just feel like my mouthpiece so cold  ill give lessons to every niggah that ever got turned down  for the low cost of   hmu ,0.087,0.181,0.732
 i know i know i know  them streets they fuck with me strong  and them bitches gon fuck just because money ,0.117,0.387,0.496
 i rather jack off then fuck hoes tbh  that shit boring give me a wife ,0.0,0.485,0.515
 i really dont give a fuck  once you start that  you got hoes  you fuck with bitches  shit im deleting yo ,0.217,0.261,0.522
 i still dont got the time for a bitch to be actin iffy  ,0.0,0.275,0.725
 i thinkkk shee knows  about  maaaa otheeeeeeeer bitch  ,0.0,0.388,0.612
 i told this niggah maya angelo died this niggah gon ask me  is that the red ninja turtle   wtf ,0.0,0.316,0.684
 i took the bitch down in the set  yo bitch get around in the set  i dicked the bitch down in the set  yo ,0.0,0.375,0.625
 i will never date a female with another niggah name on her lol  wtf ,0.169,0.229,0.602
 i wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful yall really is ,0.0,0.0,1.0
 i wouldnt bring my girl around nobody but leo  he the only niggah i know that wouldnt mess with any of the ,0.123,0.0,0.877
 im hard to kill   im countin cake up with ma finest bitch   take off her makeup and she still look like a finalist  ,0.082,0.326,0.592
 im not gon ever be that niggah that hit  likes on every picture  but i get whoever i want period   ,0.173,0.0,0.827
 im that niggah you can show out in public babbbbbbyyyy  lol,0.219,0.0,0.781
 id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch  ,0.0,0.167,0.833
 idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole std ,0.0,0.076,0.924
 if i ever put ma trust ina bitch  ill always be hurt  ,0.163,0.493,0.345
 if i ever put my trust ina bitch  ill always be hurt  ,0.163,0.493,0.345
 if this ugly ass niggah can be with her  i can too  tf she with chuu baka for anyways this niggah look like a ,0.088,0.24,0.671
 if yo new niggah cant dress better then me  or even close to looking better then me  dnt try to make me ,0.0,0.194,0.806
 if you get yo girl took dont be mad at the niggah who did it  be mad at her  cause he dont owe you loyalty  she does ,0.164,0.089,0.748
 ima kill that pussy straight murder that shit  and ima eat it  eat it  eat it  and lick it till it slaps  aye  ,0.056,0.383,0.56
 ima pull up  eat on that pussy and dip  ,0.0,0.0,1.0
 ima real young niggah witha muhhfuckin attitude  walk up im yo spot you would think a niggah mad at you ,0.0,0.151,0.849
 ima young rich niggah tryna fuck a niggah bitch  my ex a rat the naybahoods be fuckin on that bitch   i ,0.125,0.387,0.488
 indiana niggah you can tell from ma muhhfuckin grammar  i swear i got  hoes with me just like im santa  ,0.127,0.061,0.812
 is this jody  the niggah that got ma boo pregnant  the niggah that cant take responsibilities as a ,0.0,0.0,1.0
 its just me  or do you not want nobody else textinginboxingkikingdmingsnapchattingemailing yo girl or niggah ,0.0,0.08,0.92
 just was old to me  a lil proton feel me  some bitches thats gon feel me  some niggahs that wont kill me ,0.14,0.146,0.713
 lemme find out you didnt answer my call cause you otp with that niggah ,0.0,0.0,1.0
 leo apolonio look this niggah did a drive by on the bike ,0.0,0.0,1.0
 looked at my ex profile and she struggling with that weak ass niggah  god is good ,0.198,0.365,0.437
 ma niggah alsina be doin his thang  ,0.0,0.0,1.0
 make a niggah buy a ring for ya finger   jimmies for ya feet  jeans for that back  lingerie for the ,0.0,0.0,1.0
 mann these hoes get nothin   but some dick and instructions   if she with mee she fucccccckn  i said i ,0.0,0.218,0.782
 mannnnn wake yall bitch asses up blood ,0.0,0.388,0.612
 my charger got my fucked up  finna wrap the cord tf around my phone this bitch finna charge today cuhz  ,0.0,0.331,0.669
 my baby mama trippen and that bitch can shoot  ,0.0,0.47,0.53
 nah i aint no hoe niggah  no bitch niggah  rich niggah with the shits niggah getchu chipped niggah ,0.277,0.311,0.412
 niggah said  my girl off limits thirsty niggahs stay out her inbox  but the bitch look like kunta kintes ,0.128,0.204,0.668
 niggahs stay thinkin i want they girl  not nevvvvva niggah ,0.14,0.0,0.86
 no feelins for a hoe that aint ma main thang  ma niggahs on the same thang  all ma niggahs gangbang  ,0.0,0.109,0.891
 o m g you like stop controllin me  im like bitch fuck you thought  she like niggah fuck you mean ,0.246,0.426,0.328
 ok ma texas bitch keep textin me  callin cryin stressin me  bout where i been but i been with another bitch allegedly  ,0.061,0.29,0.649
 ok my texas bitch keep textin me  callin cryin stressin me  askin me about where i been but i been with another bitch allegedly  ,0.057,0.27,0.674
 on twitter say she ridin for a niggah   thats why i really fuck with her  she down to pull the trigger  ,0.0,0.174,0.826
 rip deshawn   i dont know him but i know a darkskin niggah in the hood named deshawn getting shot tonight ,0.0,0.0,1.0
 ran a good game with my royal niggah ,0.326,0.0,0.674
 said i aint neva love no bitcccccch  but these bitches steady lovin on me on me  ayeeee  so what am i ,0.058,0.302,0.641
 see i gotta get this money ma palms itchin  niggahs gossip like hoes most of them bitches ,0.117,0.274,0.609
 shawty wanna tell me secrets on how to rap niggah  i tell that bitch its more attractive when you hold it down  ,0.123,0.146,0.731
 she drippen vanillaaaaa  she know im the pussy killaaaa  ,0.0,0.0,1.0
 she herd i was a dope boy  i herd she was a gold digger   all i know is she a real bitch  so i fuck her like a real niggah ,0.092,0.276,0.632
 she love it when i talk to her crazy  suck a niggah dick  with a whole lotta spit  let it drip  yea catch ,0.146,0.299,0.556
 she was mad for like  mins got over it and hit him right back up lol she care about that niggah  ,0.296,0.111,0.592
 somebody come look at this niggah right here  kevin hart voice  lol ,0.203,0.0,0.797
 someone let me know why drake so cold   he my favorite rapper  this niggah hard ,0.172,0.08,0.747
 south central niggahs really dont be lovin these hoes  these hoes dont be lovin these niggahs   we just be ,0.0,0.0,1.0
 that fb profile checker thing fake then a mf  i just added some bitch yesterday and it had me on the top  fuck fr ,0.06,0.344,0.596
 that one niggah that grab the aux cord and start playen weak ass music  ,0.0,0.348,0.652
 the hoes finna be like  owieee trey  august  and chris brown can have my baby at the same time   lmfaooooooo hoes aint loyal ,0.096,0.098,0.806
 these niggahs bitches call they momma tell her come and getemm  its either that it shoot him or shoot whoever with him ,0.0,0.314,0.686
 this niggah kevin hart couldnt sit down lmaoooooooooooo my niggah my niggah ,0.0,0.0,1.0
 this be me  cuh went from  its time to settle down  to  where the hoes at     ,0.0,0.0,1.0
 this niggah yanni like hangin up on niggahs in mid sentence  ,0.297,0.0,0.703
 this niggah pharrell or whatever this niggah name is dont deserve shit for that white ass gay song ,0.13,0.156,0.714
 up runnin these  fades with ma niggah tyreon  leo kod lmfaoo,0.0,0.0,1.0
 waaaaittt niggah holllllup  these niggahs come to town start wifen my old sluts  ,0.0,0.236,0.764
 wake up im blessed  steaight kush no stress  thankin god for ma success  ma bitches say im the best  ,0.399,0.256,0.345
 with my bestf shyanna pen and ma main niggah ronnie a jackson iii  movie bound after we pick up the homies,0.0,0.0,1.0
 yall complaining about thirst traps  fr  theirs models that dress just like that  ass out and all stfu  dont make you a hoe wtf ,0.082,0.297,0.621
 yall hoes get turned on for no reason  be like  owieee he got tats  he bang  wifi with no password  my ,0.1,0.177,0.723
 yall like sayin money dont buy happiness  but name a niggah sitting in a lambo crying ,0.093,0.324,0.583
 you deserve x august alsina  im dedicating that to all my old side hoes  ,0.0,0.0,1.0
 you gottttta be a mad a madddd niggah  sayin ma name  i mustve got you madddddd niggah ,0.0,0.198,0.802
 you messin with broke niggahs you gon be broke niggah ,0.0,0.412,0.588
 you niggahs actin like hoes  i can sale those  ,0.263,0.0,0.737
 you tall tree ass females be  talkin bout  catching feelings   bitch you need to catch this touchdown ,0.0,0.327,0.673
 when it comes to pussy i have no fucking friends  hostel iii is really what were watching right now,0.157,0.102,0.741
 good jeter hero for yankees in sendoff  via espnnewyork,0.481,0.0,0.519
cause they aint her rt jvbir i aint eem watchin the awards yet but why hoes hatin on kim k,0.105,0.0,0.895
damn you whitey youll get a kick out of the newest form of white privilege ,0.145,0.157,0.698
eff it lets go after the  you have to see wendy davis new attack ad  ,0.0,0.181,0.819
every bitch got a fat ass or she  from it rns,0.0,0.477,0.523
forget to salute trash the other guy for the bad war during cairo ii sympathize w pockistan gays hurting morale thanks king,0.094,0.388,0.518
scandal sex scene airs on abc right after its the great pumpkin charlie brown making parents angry ,0.169,0.255,0.576
views from the  gon be instagram picture titles for a whilebrace yaself my nigs,0.0,0.0,1.0
i drowned in ur pussy so i swam  but easily the most eloquent message sent on xbox live,0.175,0.123,0.702
uturns on yellow  aceptar este luz rojo  lights taking too long make me bilingual ,0.0,0.0,1.0
cont also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns,0.0,0.0,1.0
looks over at oomf rt shethepete does pretending to have no bitches really work or nah,0.066,0.367,0.567
via jacklayton charlie angus is sending  in  canadian flag pins back to conservatives  ,0.0,0.0,1.0
bows down yes bitchmaster bitch,0.284,0.4,0.316
does backflip thissssssss rt krislisisms you niggas switch up your opinions like faggots,0.131,0.346,0.524
gigantic rt naezus what a big faggot rt milliondolrbaby chubbs bout to earl,0.0,0.286,0.714
nicolas cage unrolls dusty secret scroll it says here james madison was a whiny little bitch,0.0,0.2,0.8
searches my yellow pages app for the nearest jack in the box,0.0,0.0,1.0
sings i killed that pussy she died with her eyes open,0.0,0.503,0.497
teachers call you a pussy for not doing senior skip day,0.0,0.0,1.0
after  rt thegodwriter idoclyfe bruh lol i retired after  because everything was trash afterwards,0.189,0.0,0.811
bitch breathes me could you not,0.0,0.432,0.568
chops rt  does bird call flaps hands,0.0,0.0,1.0
goes to olive gardenturns into a crackergiacier goes black friday shoppingturns into a nigger,0.0,0.281,0.719
karate rt sirasshole karrenchi still a bird ass bitch,0.0,0.549,0.451
live  lol whats wrong with these bitches man ,0.189,0.473,0.338
loud jamaican horns  rt kinghorsedick then why u still single rt greekoddess yall find the ugliest hoes attractive,0.134,0.175,0.691
makes a wise argument about the accelerated warholian notion of celebrity in the era of vine passing teens mock my old wrinkled balls,0.113,0.193,0.693
pops that pussy for singles,0.0,0.0,1.0
pregnant crazy bitch wus the answer we were looking for,0.0,0.437,0.563
puts peoplebitch face on,0.0,0.0,1.0
rubs hands like bird man,0.385,0.0,0.615
scrolling through fb some hoe says need a man  cuddle in the cold with bitch nobody wanna touch your ratchet ass,0.0,0.289,0.711
squak squak squak squakme bird shut upsquakalex that was an act of defiance alextalksback,0.0,0.0,1.0
waits for fanduel to hit me with the jig,0.0,0.0,1.0
  rt raythagawd  joe budden makes people delete their twitter accounts  hes pussy tho he blocked me,0.0,0.123,0.877
 otakon badge now with what im going to lovingly refer to as my cripple ribbon,0.231,0.0,0.769
kirogx me gusta typing like a retard to make the other person look dumber by pretending to agree with them bazinga,0.234,0.216,0.549
musclezauber why not animal crackers i want animal crackers shaped like master chiefs and trolls and guns and shit thatd rule,0.103,0.198,0.699
